COMPLAINID	COMPLAINDATE	COMPLETIONDATE	LASTNAME	FIRSTNAME	GENDER	BROKERFULLNAME	COMMISSIONSCHEME	DESCRIPTION_CATEGORY	REGION	DESCRIPTION_STATUS	STATE	PRODUCT	DESCRIPTION_PRIORITIES	DESCRIPTION_SOURCE	DESCRIPTION_TYPE
1380	20-12-2012	04-01-2013	Bonnie	Rose	FEMALE	Keith Mcdonald	Comm2	SECURITY BUILDING REQUEST SECURITY RETURN	Midwest	CLOSED	Kansas	BNM-033	Urgent	Call Center	Call center
1381	20-12-2012	10-01-2013	Denise	Oliver	FEMALE	Willie Ortiz	Bonus Based	DISCLAIMER OF DISMISSAL	Midwest	CLOSED	Illinois	BNM-062	Non Urgent	Company HQ	Court Order
1383	20-12-2012	27-12-2012	Jack	Murray	MALE	Louis Elliott	Comm2	REGISTRATION FORM OF REGISTRATION	West	CLOSED	Utah	OOT-061	Non Urgent	Company HQ	Fax
1384	21-12-2012	18-01-2013	Mary	Mills	FEMALE	Joshua Knight	Bonus Based	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Maryland	CAP-026	Non Urgent	Company HQ	Fax
1385	21-12-2012	08-01-2013	Steve	Martin	MALE	Roger Richards	No Commission	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Texas	PNM-002	Non Urgent	Company HQ	Written
1386	30-10-2012	28-11-2012	Lawrence	Peters	MALE	Keith Welch	Comm8	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	Utah	MOT-007	Non Urgent	Company HQ	Written
1387	21-12-2012	23-01-2013	Mark	Hamilton	MALE	Fred Lewis	No Commission	INDEPENDENT DISMISSAL	Midwest	CLOSED	Michigan	CAP-070	Non Urgent	Call Center	Phone
1388	24-12-2012	10-01-2013	Samuel	Stone	MALE	Jonathan Owens	Comm9	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	California	CAS-014	Non Urgent	Intermediary	Written
1389	20-12-2012	18-01-2013	Wayne	Gomez	MALE	Sean Williams	Comm9	TERMS IN PRODUCT USE	Midwest	CLOSED	Wisconsin	CAS-014	Non Urgent	Company HQ	Court Order
1391	27-12-2012	19-02-2013	Debra	Jackson	FEMALE	Benjamin Reid	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Northeast	CLOSED	New York	CAS-065	Non Urgent	Company HQ	Email
1392	27-12-2012	09-01-2013	Diana	Wells	FEMALE	John Evans	Comm5	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Kansas	CAP-028	Non Urgent	Company HQ	Written
1393	27-12-2012	18-01-2013	Gregory	Murphy	MALE	Terry Mason	Comm2	POOR SERVICE	South	CLOSED	Georgia	HHC-078	Non Urgent	Company HQ	Written
1394	27-12-2012	30-01-2013	Shirley	Wright	FEMALE	Gregory Gonzalez	Bonus Based	REGISTRATION FORM OF REGISTRATION	South	CLOSED	Oklahoma	CAP-026	Non Urgent	Company HQ	Written
1395	27-12-2012	18-01-2013	Melissa	Hawkins	FEMALE	Douglas Gray	Bonus Based	REGISTRATION FORM OF REGISTRATION	Northeast	CLOSED	Connecticut	HOC-054	Non Urgent	Company HQ	Email
1397	18-12-2012	18-01-2013	Phyllis	Chavez	FEMALE	Anthony Hill	Comm3	CERTIFICATE OF CONTENTS	Midwest	CLOSED	Illinois	CAP-071	Non Urgent	Company HQ	Written
1398	28-12-2012	18-01-2013	Kimberly	Wagner	FEMALE	Wayne George	Comm9	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Indiana	MOT-011	Non Urgent	Company HQ	Written
1399	28-12-2012	29-01-2013	Nancy	Harris	FEMALE	Jimmy Nelson	Comm9	REGISTRATION FORM OF REGISTRATION	Midwest	CLOSED	Ohio	BNM-062	Non Urgent	Company HQ	Email
1400	28-12-2012	15-01-2013	Phillip	Jenkins	MALE	Gerald Castillo	Comm6	SECURITY PUBLISHING CONTRACT	South	CLOSED	Texas	BNM-073	Urgent	Call Center	Call center
1401	28-12-2012	10-01-2013	Shawn	Green	MALE	Dennis Montgomery	No Commission	TERMS IN PRODUCT USE	South	CLOSED	Florida	HOC-049	Non Urgent	Company HQ	Email
1402	28-12-2012	11-01-2013	Gregory	Gray	MALE	Thomas Johnson	Comm6	PAYMENT POLICY	West	CLOSED	Arizona	CAP-069	Non Urgent	Company HQ	Written
1403	28-12-2012	18-01-2013	Benjamin	Lee	MALE	Timothy Lee	Comm3	REGISTRATION FORM OF REGISTRATION	Northeast	CLOSED	Pennsylvania	PNM-002	Non Urgent	Company HQ	Email
1404	28-12-2012	28-12-2012	Helen	Spencer	FEMALE	Victor Day	No Commission	SECURITY BUILDING REQUEST SECURITY RETURN	Midwest	CLOSED	Illinois	CAS-012	Urgent	Call Center	Call center
1405	28-12-2012	25-02-2013	Alan	Richardson	MALE	Eric Ramos	Comm6	PAYMENT POLICY	South	CLOSED	Maryland	BNM-040	Non Urgent	Company HQ	Phone
1406	28-12-2012	28-12-2012	Mark	Sullivan	MALE	Stephen Duncan	No Commission	SECURITY BUILDING REQUEST SECURITY RETURN	Northeast	CLOSED	Pennsylvania	CAP-069	Urgent	Call Center	Call center
1407	31-12-2012	09-01-2013	Thomas	Palmer	MALE	Eric Morrison	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Virginia	CAP-028	Non Urgent	Bank Branch	In person
1408	02-01-2013	08-02-2013	Harry	Stephens	MALE	Kenneth Fields	Comm3	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Oklahoma	BNM-033	Non Urgent	Company HQ	Fax
1409	02-01-2013	18-01-2013	Margaret	Ray	FEMALE	Craig Carpenter	Comm2	REGISTRATION FORM OF REGISTRATION	Midwest	CLOSED	Michigan	CAS-012	Non Urgent	Company HQ	Fax
1410	02-01-2013	29-01-2013	Pamela	Dixon	FEMALE	Christopher Thomas	Comm6	POWER FOR PRESENTATION OR WRONG	West	CLOSED	California	CAP-069	Non Urgent	CRO	Written
1411	02-01-2013	10-01-2013	Todd	Patterson	MALE	Alan Howard	Comm3	IGNORANCE OF EXISTENCE	West	CLOSED	Colorado	CAP-068	Non Urgent	Company HQ	In person
1412	02-01-2013	31-01-2013	Gloria	Wood	FEMALE	George Ford	Comm6	POWER FOR PRESENTATION OR WRONG	West	CLOSED	California	LOL-046	Non Urgent	Company HQ	In person
1413	02-01-2013	22-01-2013	Robin	Fuller	FEMALE	Adam Stevens	Comm2	DISCLAIMER OF DISMISSAL	West	CLOSED	California	HHC-063	Non Urgent	Company HQ	Written
1422	04-01-2013	21-02-2013	Tammy	Black	FEMALE	Antonio Sullivan	Bonus Based	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	California	HOC-052	Non Urgent	Company HQ	Written
1423	03-01-2013	09-01-2013	Nancy	Miller	FEMALE	Fred Campbell	Comm4	POWER FOR PRESENTATION OR WRONG	Northeast	CLOSED	Rhode Island	BNM-038	Non Urgent	CRO	Phone
1424	03-01-2013	23-01-2013	Joyce	Hall	FEMALE	Michael Evans	Comm3	USE OF OTHER OR OTHER EXPENSES	West	CLOSED	California	CAP-069	Non Urgent	CRO	In person
1425	04-01-2013	09-01-2013	Phillip	Moreno	MALE	Paul Meyer	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	California	HOC-049	Non Urgent	CRO	Written
1426	04-01-2013	17-01-2013	Jennifer	Elliott	FEMALE	Peter Reynolds	Comm2	SECURITY PUBLISHING CONTRACT	Midwest	CLOSED	Illinois	CAP-023	Non Urgent	CRO	Email
1427	07-01-2013	07-01-2013	William	Ramos	MALE	Todd Mccoy	Comm9	POOR SERVICE	Northeast	CLOSED	New York	BNM-036	Urgent	Call Center	Call center
1431	24-12-2012	31-01-2013	Phyllis	Price	FEMALE	Albert Crawford	Comm8	CERTIFICATE OF CONTENTS	South	CLOSED	Florida	HOC-053	Non Urgent	Company HQ	Written
1432	07-01-2013	22-01-2013	Theresa	Wheeler	FEMALE	Samuel Green	Comm4	POOR SERVICE	South	CLOSED	Florida	CAS-022	Non Urgent	Company HQ	Email
1433	07-01-2013	01-02-2013	Richard	Bishop	MALE	Patrick Perkins	Comm4	POOR SERVICE	Midwest	CLOSED	Illinois	BNM-036	Non Urgent	Company HQ	Email
1435	07-01-2013	18-01-2013	Cheryl	Foster	FEMALE	Nicholas Montgomery	Comm8	POWER FOR PRESENTATION OR WRONG	Northeast	CLOSED	New Jersey	CAS-072	Non Urgent	Company HQ	Fax
1442	08-01-2013	18-01-2013	James	Mason	MALE	Jeffrey Morales	Comm2	POWER FOR PRESENTATION OR WRONG	Midwest	CLOSED	Illinois	HOC-052	Non Urgent	CRO	Email
1443	08-01-2013	15-01-2013	Phyllis	Adams	FEMALE	Charles Payne	Comm2	TELEPHONE SCHOOLS	South	CLOSED	Maryland	BNM-041	Non Urgent	CRO	Written
1445	08-01-2013	16-01-2013	Janice	Robinson	FEMALE	Robert Russell	No Commission	DISCLAIMER OF A SERVICE 	Northeast	CLOSED	Connecticut	CAP-025	Urgent	Call Center	Call center
1446	08-01-2013	28-01-2013	David	Mason	MALE	Nicholas Gomez	Comm8	REGISTRATION FORM OF REGISTRATION	West	CLOSED	California	BNM-062	Non Urgent	Company HQ	Written
1447	08-01-2013	25-02-2013	Jimmy	Roberts	MALE	Gerald Richards	Comm9	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Ohio	MOT-008	Non Urgent	Company HQ	Email
1448	08-01-2013	22-01-2013	Douglas	Frazier	MALE	Steve Bryant	Bonus Based	DISCLAIMER OF DISMISSAL	South	CLOSED	Texas	BNM-033	Non Urgent	Company HQ	Fax
1450	08-01-2013	06-03-2013	Larry	Little	MALE	Joe Sims	Comm3	REGISTRATION FORM OF REGISTRATION	South	CLOSED	Georgia	CAP-025	Non Urgent	Company HQ	Fax
1451	08-01-2013	16-01-2013	Robert	Ellis	MALE	Bruce Edwards	No Commission	TELEPHONE SCHOOLS	Northeast	CLOSED	New Jersey	LBL-074	Urgent	Call Center	Call center
1452	09-01-2013	17-01-2013	Keith	Jacobs	MALE	Antonio Lynch	Comm2	POWER FOR PRESENTATION OR WRONG	West	CLOSED	California	BNM-032	Urgent	Call Center	Call center
1453	09-01-2013	25-01-2013	Wayne	Ross	MALE	James Clark	Comm2	POOR SERVICE	South	CLOSED	Texas	BNM-037	Urgent	Call Center	Call center
1454	09-01-2013	16-01-2013	Antonio	Mills	MALE	Todd Brown	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Midwest	CLOSED	Indiana	BNM-040	Non Urgent	Company HQ	Email
1455	09-01-2013	18-01-2013	Ronald	Sullivan	MALE	Todd Hughes	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Florida	LBL-045	Non Urgent	CRO	In person
1456	09-01-2013	19-02-2013	Gary	Flores	MALE	Aaron Howard	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	West	CLOSED	California	PNM-002	Non Urgent	Company HQ	Fax
1458	09-01-2013	25-01-2013	Paula	Day	FEMALE	Antonio Bell	Bonus Based	DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS	Midwest	CLOSED	Minnesota	CAS-015	Non Urgent	Call Center	Call center
1460	10-01-2013	10-01-2013	Chris	Sullivan	MALE	Peter Burns	Comm9	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Tennessee	LBL-074	Urgent	Call Center	Call center
1461	10-01-2013	10-01-2013	Angela	Smith	FEMALE	Aaron Howard	Bonus Based	SECURITY PUBLISHING CONTRACT	Northeast	CLOSED	Pennsylvania	CAP-071	Non Urgent	Company HQ	Fax
1462	10-01-2013	23-01-2013	John	Schmidt	MALE	Larry Schmidt	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Midwest	CLOSED	Michigan	BNM-037	Urgent	Call Center	Call center
1463	10-01-2013	13-02-2013	Helen	Price	FEMALE	William Fuller	Comm7	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Michigan	HOC-064	Non Urgent	Company HQ	Fax
1464	10-01-2013	23-01-2013	Janice	Perkins	FEMALE	Joseph Weaver	Comm2	SECURITY PUBLISHING CONTRACT	South	CLOSED	Florida	CAP-028	Non Urgent	Company HQ	Email
1467	10-01-2013	01-02-2013	Tina	Fernandez	FEMALE	Ernest Ruiz	Comm2	SECURITY BUILDING REQUEST SECURITY RETURN	Northeast	CLOSED	Pennsylvania	CAS-075	Non Urgent	Company HQ	Fax
1468	10-01-2013	21-02-2013	Kimberly	Watkins	FEMALE	Philip Gonzales	No Commission	REGISTRATION FORM OF REGISTRATION	West	CLOSED	California	HOC-052	Non Urgent	Company HQ	Fax
1469	10-01-2013	07-02-2013	Laura	Gonzales	FEMALE	Roger Ramos	Comm8	REGISTRATION FORM OF REGISTRATION	South	CLOSED	Texas	BNM-033	Non Urgent	Company HQ	Fax
1470	10-01-2013	06-02-2013	Kenneth	Griffin	MALE	Jeremy Mendoza	Comm2	PAYMENT POLICY	Northeast	CLOSED	Connecticut	CAS-015	Non Urgent	CRO	In person
1471	11-01-2013	25-01-2013	Bonnie	Wright	FEMALE	Jimmy Wheeler	Comm9	DISCLAIMER OF DISMISSAL	Midwest	CLOSED	Michigan	BNM-062	Non Urgent	CRO	Court Order
1472	11-01-2013	16-01-2013	Stephen	Marshall	MALE	Roger Washington	Comm6	DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS	West	CLOSED	California	BNM-041	Urgent	Call Center	Call center
1473	11-01-2013	28-01-2013	Robert	Butler	MALE	Randy Payne	Comm2	DISCLAIMER OF DISMISSAL	Midwest	CLOSED	Ohio	MOT-008	Non Urgent	CRO	Written
1475	11-01-2013	15-01-2013	Julia	Rice	FEMALE	Philip Murray	Comm4	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Northeast	CLOSED	Connecticut	HOC-055	Urgent	Call Center	Call center
1476	11-01-2013	15-01-2013	Raymond	Lopez	MALE	James Richards	No Commission	REGISTRATION FORM OF REGISTRATION	West	CLOSED	California	CAS-066	Non Urgent	Company HQ	Email
1477	14-01-2013	16-01-2013	Jimmy	Harvey	MALE	Christopher Patterson	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Louisiana	FPT-060	Urgent	Call Center	Call center
1478	14-01-2013	23-01-2013	Martha	Hudson	FEMALE	Lawrence Willis	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Virginia	BNM-038	Urgent	Call Center	Call center
1479	03-01-2013	29-01-2013	Bonnie	Day	FEMALE	Harold Wheeler	Comm3	POWER FOR PRESENTATION OR WRONG	South	CLOSED	Florida	BMB-042	Non Urgent	Company HQ	Written
1480	14-01-2013	22-01-2013	Julie	Foster	FEMALE	Philip Ramos	No Commission	TERMS IN PRODUCT USE	Northeast	CLOSED	New Jersey	HOC-047	Urgent	Call Center	Call center
1481	14-01-2013	16-01-2013	Roy	Lewis	MALE	Ryan Gardner	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Arkansas	CAS-077	Non Urgent	CRO	In person
1482	14-01-2013	24-01-2013	Walter	Fowler	MALE	Charles Rice	Comm8	POWER FOR PRESENTATION OR WRONG	Midwest	CLOSED	Indiana	LBL-044	Non Urgent	CRO	Email
1483	14-01-2013	21-01-2013	CSL Group			Robert Fields	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Maryland	CAP-024	Non Urgent	CRO	Email
1485	14-01-2013	31-01-2013	Maria	Foster	FEMALE	Willie Oliver	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	Arizona	BNM-037	Non Urgent	Company HQ	Fax
1488	15-01-2013	25-01-2013	Edward	Simmons	MALE	Brian Davis	Comm5	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	West	CLOSED	California	PNM-002	Non Urgent	CRO	In person
1489	15-01-2013	25-01-2013	Eugene	Hamilton	MALE	Patrick Ruiz	Comm2	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Midwest	CLOSED	Indiana	HOC-052	Non Urgent	CRO	In person
1490	15-01-2013	21-02-2013	Carl	Reynolds	MALE	Larry Marshall	Comm6	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	Colorado	HOC-049	Non Urgent	Company HQ	Written
1491	15-01-2013	06-03-2013	Joshua	Wells	MALE	Arthur Peters	Comm8	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Georgia	CAS-075	Non Urgent	Company HQ	Written
1492	15-01-2013	29-01-2013	Emily	Gibson	FEMALE	Alan Howard	Comm3	SECURITY PUBLISHING CONTRACT	West	CLOSED	California	BNM-040	Non Urgent	Company HQ	Fax
1493	15-01-2013	08-02-2013	Mildred	Warren	FEMALE	Jack Meyer	Comm2	POOR SERVICE	West	CLOSED	California	HOC-054	Non Urgent	Company HQ	Email
1494	15-01-2013	14-02-2013	Marie	Nichols	FEMALE	Alan Porter	Comm2	DISCLAIMER OF A SERVICE 	South	CLOSED	Texas	CAP-023	Non Urgent	Company HQ	Email
1495	15-01-2013	08-02-2013	Lawrence	Jenkins	MALE	Howard Gardner	Comm3	REGISTRATION FORM OF REGISTRATION	West	CLOSED	California	CAS-075	Non Urgent	Company HQ	Fax
1497	15-01-2013	27-02-2013	Jack	Austin	MALE	Joe Sims	Comm3	REGISTRATION FORM OF REGISTRATION	South	CLOSED	Arkansas	HOC-055	Non Urgent	Company HQ	Fax
1498	15-01-2013	13-02-2013	Fred	Allen	MALE	William Thomas	Comm5	REGISTRATION FORM OF REGISTRATION	West	CLOSED	California	HOC-054	Non Urgent	Company HQ	Fax
1499	15-01-2013	29-03-2013	Ronald	Lewis	MALE	Willie Williams	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Florida	HHC-057	Non Urgent	Company HQ	Fax
1500	16-01-2013	14-02-2013	Sarah	Schmidt	FEMALE	Clarence Romero	Comm5	REGISTRATION FORM OF REGISTRATION	West	CLOSED	California	BNM-041	Non Urgent	Company HQ	Fax
1501	16-01-2013	16-01-2013	Jerry	Anderson	MALE	Todd Brown	Bonus Based	PAYMENT POLICY	Midwest	CLOSED	Iowa	LBL-044	Urgent	Call Center	Call center
1503	16-01-2013	16-01-2013	Scott	Hanson	MALE	William Fuller	Comm7	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	North Carolina	HOC-048	Non Urgent	CRO	Phone
1504	16-01-2013	17-01-2013	Lillian	Franklin	FEMALE	Michael Watkins	Comm7	INDEPENDENT DISMISSAL	West	CLOSED	Colorado	HOC-055	Non Urgent	CRO	Phone
1505	16-01-2013	07-02-2013	Aaron	Burns	MALE	Jeffrey Fisher	Comm7	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	West	CLOSED	California	HOC-054	Urgent	Company HQ	Fax
1506	03-01-2013	01-02-2013	Shawn	Barnes	MALE	Henry Nelson	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	West	CLOSED	California	MOT-008	Non Urgent	Company HQ	Fax
1507	16-01-2013	18-02-2013	Denise	Alexander	FEMALE	Peter White	Comm2	REGISTRATION FORM OF REGISTRATION	Midwest	CLOSED	Indiana	CAS-022	Non Urgent	Company HQ	Fax
1508	16-01-2013	08-02-2013	Linda	Wilson	FEMALE	Peter White	Comm2	INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN	West	CLOSED	California	CAS-021	Urgent	Call Center	Call center
1509	16-01-2013	06-02-2013	Ruby	Daniels	FEMALE	John Evans	Comm5	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	California	LOL-046	Non Urgent	Company HQ	Written
1510	16-01-2013	15-03-2013	Ann	Roberts	FEMALE	Sean Stone	Comm2	REGISTRATION FORM OF REGISTRATION	South	CLOSED	Florida	CAP-069	Non Urgent	Company HQ	Written
1511	16-01-2013	24-01-2013	Eugene	Ramirez	MALE	Charles Martinez	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Virginia	HOC-054	Non Urgent	CRO	In person
1513	17-01-2013	17-01-2013	James	Harrison	MALE	Jesse Williamson	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Georgia	CAS-076	Urgent	Call Center	Call center
1514	07-12-2012	17-01-2013	Janice	Miller	FEMALE	Bobby Ross	Comm2	APPLICATION REQUEST	Northeast	CLOSED	New York	CAS-072	Non Urgent	Company HQ	Written
1515	17-01-2013	25-01-2013	Harold	Chapman	MALE	Bruce Wallace	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Northeast	CLOSED	New Jersey	CAS-075	Urgent	Call Center	Call center
1516	17-01-2013	29-01-2013	Maria	Taylor	FEMALE	Howard Sims	Comm8	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Michigan	LBL-043	Urgent	Call Center	Call center
1518	17-01-2013	06-03-2013	Matthew	Wheeler	MALE	Carl Brown	No Commission	REGISTRATION FORM OF REGISTRATION	Midwest	CLOSED	Iowa	CAS-022	Non Urgent	Company HQ	Written
1519	17-01-2013	07-02-2013	Phyllis	Reid	FEMALE	Anthony Ford	Comm8	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Midwest	CLOSED	Ohio	BNM-038	Urgent	Call Center	Call center
1520	17-01-2013	06-03-2013	Cynthia	Sims	FEMALE	Joseph Fox	No Commission	IGNORANCE OF EXISTENCE	Northeast	CLOSED	Pennsylvania	CAP-071	Non Urgent	Company HQ	Written
1521	17-01-2013	25-01-2013	Eric	Stanley	MALE	Carlos Stevens	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	West	CLOSED	Arizona	PNM-001	Urgent	Call Center	Call center
1522	17-01-2013	25-01-2013	Larry	Tucker	MALE	Victor Hanson	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	West	CLOSED	California	CAP-029	Urgent	Call Center	Call center
1523	17-01-2013	29-03-2013	Judy	Matthews	FEMALE	Douglas Jordan	Bonus Based	DIFFERENCES IN PRICE POLITICS	Midwest	CLOSED	Illinois	CAS-016	Non Urgent	Company HQ	Written
1524	17-01-2013	08-02-2013	Joan	Castillo	FEMALE	Justin Gardner	Comm7	POWER FOR PRESENTATION OR WRONG	Midwest	CLOSED	Illinois	MOT-009	Non Urgent	CRO	Court Order
1525	17-01-2013	25-01-2013	William	Shaw	MALE	Eric Lawrence	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	West	CLOSED	Arizona	HOC-050	Urgent	Call Center	Call center
1526	17-01-2013	29-01-2013	Brandon	Hamilton	MALE	Brian Hansen	Comm2	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Texas	CAS-076	Urgent	Call Center	Call center
1527	18-01-2013	29-01-2013	Irene	Medina	FEMALE	Craig Elliott	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	North Carolina	MOT-010	Urgent	Call Center	Call center
1528	18-01-2013	18-01-2013	Ralph	Stephens	MALE	Jimmy Wheeler	Comm9	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Midwest	CLOSED	Illinois	BNM-031	Urgent	Call Center	Call center
1529	18-01-2013	08-02-2013	Kevin	Owens	MALE	Harry Ford	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Illinois	HHC-063	Urgent	Company HQ	Written
1530	18-01-2013	21-01-2013	William	Mccoy	MALE	Phillip Foster	Comm2	POOR SERVICE	South	CLOSED	Texas	HOC-049	Urgent	Call Center	Call center
1531	17-01-2013	02-04-2013	Kenneth	Ramirez	MALE	Gary Hill	Comm9	FRAUD	Midwest	CLOSED	Indiana	BNM-073	Non Urgent	Company HQ	Fax
1532	18-01-2013	21-02-2013	Virginia	Ramirez	FEMALE	Arthur Patterson	Bonus Based	CERTIFICATE OF CONTENTS	Midwest	CLOSED	Indiana	CAS-067	Non Urgent	Company HQ	Written
1533	18-01-2013	13-02-2013	Adam	Webb	MALE	Thomas Howard	Comm8	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	California	MOT-007	Non Urgent	Company HQ	Written
1534	18-01-2013	23-01-2013	Andrew	Griffin	MALE	Charles Nguyen	Comm7	REGISTRATION FORM OF REGISTRATION	South	CLOSED	Texas	CAS-013	Non Urgent	Company HQ	Written
1535	18-01-2013	05-03-2013	Phyllis	Rivera	FEMALE	Justin Reid	Bonus Based	DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS	Northeast	CLOSED	Connecticut	BNM-040	Urgent	Company HQ	Court Order
1536	18-01-2013	21-01-2013	Teresa	Henry	FEMALE	Clarence Fox	No Commission	SECURITY PUBLISHING CONTRACT	Midwest	CLOSED	Missouri	CAP-068	Non Urgent	Company HQ	Fax
1537	21-01-2013	22-01-2013	Joe	Scott	MALE	Gary Reed	Comm7	CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE OR EXTERNAL COOPERATIVE	West	CLOSED	California	MMP-005	Urgent	Call Center	Call center
1538	21-01-2013	07-02-2013	Martin	Washington	MALE	George Perez	Comm2	REGISTRATION FORM OF REGISTRATION	West	CLOSED	California	CAP-027	Non Urgent	Company HQ	Email
1539	21-01-2013	30-01-2013	Joe	Fields	MALE	Martin Greene	Comm9	CERTIFICATE OF CONTENTS	South	CLOSED	Texas	CAS-067	Non Urgent	Company HQ	Fax
1540	22-01-2013	22-01-2013	Mary	Holmes	FEMALE	Jose Burns	Comm8	TERMS IN PRODUCT USE	West	CLOSED	California	BNM-040	Urgent	Call Center	Call center
1541	22-01-2013	22-01-2013	Brandon	Davis	MALE	Terry Simpson	Bonus Based	DISCLAIMER OF DISMISSAL	West	CLOSED	Hawaii	BNM-030	Non Urgent	CRO	Written
1542	22-01-2013	08-02-2013	Virginia	Andrews	FEMALE	Juan Bryant	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Northeast	CLOSED	Massachusetts	CAS-066	Non Urgent	Company HQ	Fax
1543	22-01-2013	22-01-2013	Martin	Bradley	MALE	Peter Mendoza	Comm2	POWER FOR PRESENTATION OR WRONG	South	CLOSED	Arkansas	CAS-016	Urgent	Call Center	Call center
1544	11-02-2013	04-03-2013	Cynthia	Burns	FEMALE	Patrick Perkins	Comm4	CERTIFICATE OF CONTENTS	Northeast	CLOSED	New York	MOT-007	Non Urgent	Company HQ	Written
1545	22-01-2013	14-02-2013	Sharon	Hanson	FEMALE	Alan Ramos	Bonus Based	REGISTRATION FORM OF REGISTRATION	West	CLOSED	California	CAS-075	Non Urgent	Company HQ	Written
1546	23-01-2013	21-02-2013	Mary	Robinson	FEMALE	Andrew Williamson	Bonus Based	REGISTRATION FORM OF REGISTRATION	West	CLOSED	California	BNM-037	Non Urgent	Company HQ	Fax
1547	23-01-2013	25-01-2013	Richard	Mason	MALE	Matthew Shaw	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Midwest	CLOSED	Illinois	BNM-038	Urgent	Call Center	Call center
1548	23-01-2013	24-01-2013	Aaron	Jordan	MALE	Philip Gonzales	No Commission	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	West	CLOSED	California	CAS-075	Urgent	Call Center	Call center
